	cols_set	datapoints	normalize	oversample	drop_nan	train_set	test_set	model	tune_for	mean	std	accuracy	bal_accuracy	precision	recall	f1	AUROC	params
21	8_features	162	False	minmax	True	121	41	decision_tree	recall	1.0	0.0	0.5121951219512195	0.5357142857142857	0.19047619047619047	0.5714285714285714	0.2857142857142857	0.5357142857142857	{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 6, 'clf__splitter': 'best'}
22	8_features	162	False	minmax	True	121	41	decision_tree	f1	0.4726448542474414	0.07851534717417222	0.6585365853658537	0.5672268907563025	0.23076923076923078	0.42857142857142855	0.3	0.5672268907563025	{'clf__criterion': 'gini', 'clf__max_depth': 6, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 6, 'clf__splitter': 'best'}
23	8_features	162	False	minmax	True	121	41	decision_tree	balanced_accuracy	0.7011125238397965	0.04856601322027292	0.43902439024390244	0.6617647058823529	0.23333333333333334	1.0	0.37837837837837834	0.6617647058823529	{'clf__criterion': 'gini', 'clf__max_depth': 6, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 2, 'clf__splitter': 'random'}
24	8_features	162	False	minmax	True	121	41	decision_tree	roc_auc	0.7605085823267641	0.059481117690570344	0.5853658536585366	0.46638655462184875	0.14285714285714285	0.2857142857142857	0.19047619047619047	0.46638655462184864	{'clf__criterion': 'entropy', 'clf__max_depth': 6, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 2, 'clf__splitter': 'random'}
25	8_features	162	False	minmax	True	121	41	random_forest	precision	0.38488783943329397	0.11674663778964645	0.7804878048780488	0.6407563025210083	0.375	0.42857142857142855	0.39999999999999997	0.6407563025210083	{'clf__bootstrap': False, 'clf__max_depth': 20, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 6, 'clf__n_estimators': 100}
26	8_features	162	False	minmax	True	121	41	random_forest	recall	0.8495867768595041	0.08636264778587192	0.6097560975609756	0.5945378151260504	0.23529411764705882	0.5714285714285714	0.3333333333333333	0.5945378151260504	{'clf__bootstrap': False, 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 4, 'clf__n_estimators': 100}
27	8_features	162	False	minmax	True	121	41	random_forest	f1	0.43419564341704403	0.17594017613230095	0.7560975609756098	0.569327731092437	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.569327731092437	{'clf__bootstrap': True, 'clf__max_depth': 20, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 6, 'clf__n_estimators': 80}
28	8_features	162	False	minmax	True	121	41	random_forest	balanced_accuracy	0.6871265098537827	0.04946609844676876	0.6097560975609756	0.5945378151260504	0.23529411764705882	0.5714285714285714	0.3333333333333333	0.5945378151260504	{'clf__bootstrap': False, 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 2, 'clf__n_estimators': 100}
29	8_features	162	False	minmax	True	121	41	random_forest	roc_auc	0.7445200254291164	0.0878721664217335	0.7560975609756098	0.6260504201680672	0.3333333333333333	0.42857142857142855	0.375	0.6260504201680672	{'clf__bootstrap': False, 'clf__max_depth': 20, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 6, 'clf__n_estimators': 10}
30	8_features	162	False	minmax	True	121	41	mlp	precision	0.42809917355371896	0.331821869758468	0.5853658536585366	0.5798319327731092	0.2222222222222222	0.5714285714285714	0.32	0.5798319327731093	{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (32, 8, 32), 'clf__solver': 'sgd'}
31	8_features	162	False	minmax	True	121	41	mlp	recall	0.5983471074380166	0.19999316974881554	0.5853658536585366	0.523109243697479	0.1875	0.42857142857142855	0.26086956521739124	0.523109243697479	{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (300,), 'clf__solver': 'adam'}
32	8_features	162	False	minmax	True	121	41	mlp	f1	0.3956346683619411	0.0789616924524386	0.5853658536585366	0.523109243697479	0.1875	0.42857142857142855	0.26086956521739124	0.523109243697479	{'clf__activation': 'tanh', 'clf__alpha': 0.005, 'clf__hidden_layer_sizes': (300,), 'clf__solver': 'adam'}
33	8_features	162	False	minmax	True	121	41	mlp	balanced_accuracy	0.6407183725365544	0.06634051160671359	0.5853658536585366	0.523109243697479	0.1875	0.42857142857142855	0.26086956521739124	0.523109243697479	{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,), 'clf__solver': 'adam'}
34	8_features	162	False	minmax	True	121	41	mlp	roc_auc	0.7209663064208518	0.07088360591709389	0.6341463414634146	0.6092436974789917	0.25	0.5714285714285714	0.34782608695652173	0.6092436974789915	{'clf__activation': 'tanh', 'clf__alpha': 0.005, 'clf__hidden_layer_sizes': (300,), 'clf__solver': 'adam'}
